,Name,gender,is alive,age,Death_Probability
5535,Sinéad Cusack,Female,yes,66,0.01325
5539,Betty Cuthbert,Female,yes,76,0.03305
5540,Elisha Cuthbert,Female,yes,32,0.0007
5545,Jessica Cutler,Female,yes,36,0.0010400000000000001
5549,Tawny Cypress,Female,yes,38,0.00124
5551,Miley Cyrus,Female,yes,22,0.00042
5562,Patti D'Arbanville,Female,yes,63,0.00987
5563,Donna D'Errico,Female,yes,46,0.00214
5564,Brooke D'Orsay,Female,yes,32,0.0007
5566,Genelia D'Souza,Female,yes,27,0.00049
5574,Maryam d'Abo,Female,yes,54,0.00403
5584,Arlene Dahl,Female,yes,86,0.09561
5586,Sophie Dahl,Female,yes,37,0.0011300000000000001
5589,Kathy Dahlkemper,Female,yes,57,0.00547
5593,Elizabeth Daily,Female,yes,53,0.00365
5594,Nadia Dajani,Female,yes,49,0.0026100000000000003
5613,Béatrice Dalle,Female,yes,50,0.00281
5614,Brody Dalle,Female,yes,35,0.0009400000000000001
5618,Abby Dalton,Female,yes,79,0.04462
5619,Audrey Dalton,Female,yes,80,0.04965
5623,Lacy J. Dalton,Female,yes,66,0.01325
5632,Tyne Daly,Female,yes,68,0.01594
5636,Lili Damita,Female,no,93,0.20245
5637,Helene von Damm,Female,yes,76,0.03305
5639,Cathryn Damon,Female,no,57,0.00547
5645,Leora Dana,Female,no,60,0.00734
5650,Dorothy Dandridge,Female,no,43,0.0018
5653,Claire Danes,Female,yes,35,0.0009400000000000001
5655,Beverly D'Angelo,Female,yes,63,0.00987
5659,Beth Daniel,Female,yes,58,0.00604
5660,Brittany Daniel,Female,yes,38,0.00124
5665,Bebe Daniels,Female,no,70,0.019119999999999998
5668,Erin Daniels,Female,yes,41,0.00158
5675,Stormy Daniels,Female,yes,35,0.0009400000000000001
5682,Blythe Danner,Female,yes,71,0.02103
5683,Pat Danner,Female,yes,80,0.04965
5684,Sybil Danning,Female,yes,67,0.01456
5685,Linda Dano,Female,yes,71,0.02103
5691,Edwidge Danticat,Female,yes,45,0.00201
5702,Kim Darby,Female,yes,67,0.01456
5705,Mireille Darc,Female,yes,76,0.03305
5706,Denise Darcel,Female,no,86,0.09561
5707,Dame Darcy,Female,yes,43,0.0018
5708,Georgine Darcy,Female,no,73,0.02511
5716,Jessica Darlin,Female,yes,38,0.00124
5720,Linda Darnell,Female,no,42,0.0016899999999999999
5722,Lisa Darr,Female,yes,51,0.0030399999999999997
5725,Racquel Darrian,Female,yes,46,0.00214
5726,Danielle Darrieux,Female,yes,97,0.28359
5733,Linda Hall Daschle,Female,yes,59,0.006659999999999999
5736,Julie Dash,Female,yes,62,0.00895
5738,Stacey Dash,Female,yes,48,0.00244
5743,Rachida Dati,Female,yes,49,0.0026100000000000003
5753,Alexa Davalos,Female,yes,32,0.0007
5756,Lindsay Davenport,Female,yes,38,0.00124
5769,Lolita Davidovich,Female,yes,53,0.00365
5772,Amy Davidson,Female,yes,35,0.0009400000000000001
5776,Eileen Davidson,Female,yes,55,0.00447
5782,Embeth Davidtz,Female,yes,49,0.0026100000000000003
5788,Libby Davies,Female,yes,61,0.00811
5801,Angela Davis,Female,yes,70,0.019119999999999998
5802,Ann B. Davis,Female,no,88,0.11955
5805,Bette Davis,Female,no,81,0.055420000000000004
5821,Frenchie Davis,Female,yes,35,0.0009400000000000001
5822,Gail Davis,Female,no,72,0.023030000000000002
5823,Geena Davis,Female,yes,58,0.00604
5828,Hope Davis,Female,yes,50,0.00281
5832,Jo Ann Davis,Female,no,57,0.00547
5833,Joan Davis,Female,no,54,0.00403
5837,Josie Davis,Female,yes,41,0.00158
5838,Judy Davis,Female,yes,59,0.006659999999999999
5839,Kristin Davis,Female,yes,49,0.0026100000000000003
5843,Martha Davis,Female,yes,63,0.00987
5846,Mildred Davis,Female,no,68,0.01594
5849,Paige Davis,Female,yes,45,0.00201
5850,Patti Davis,Female,yes,62,0.00895
5852,Phyllis Davis,Female,yes,74,0.027360000000000002
5855,Ruth A. Davis,Female,yes,72,0.023030000000000002
5857,Skeeter Davis,Female,no,73,0.02511
5858,Susan Davis,Female,yes,70,0.019119999999999998
5859,Tamra Davis,Female,yes,52,0.0033200000000000005
5864,Viola Davis,Female,yes,49,0.0026100000000000003
5873,Pam Dawber,Female,yes,63,0.00987
5874,Dominique Dawes,Female,yes,38,0.00124
5877,Carol G. Dawson,Female,yes,77,0.036489999999999995
5880,Rosario Dawson,Female,yes,35,0.0009400000000000001
5881,Roxann Dawson,Female,yes,56,0.00495
5888,Doris Day,Female,yes,90,0.14886
5889,Felicia Day,Female,yes,35,0.0009400000000000001
5892,Laura Day,Female,yes,42,0.0016899999999999999
5901,Taylor Dayne,Female,yes,52,0.0033200000000000005
5906,Yvonne De Carlo,Female,no,85,0.08559
5907,Olivia de Havilland,Female,yes,98,0.30287
5910,Wanda De Jesus,Female,yes,54,0.00403
5922,Donna de Varona,Female,yes,67,0.01456
5932,Kelley Deal,Female,yes,53,0.00365
5933,Kim Deal,Female,yes,53,0.00365
5946,Paula DeAnda,Female,yes,25,0.00045
5953,Bunny DeBarge,Female,yes,59,0.006659999999999999
5964,Rosemary DeCamp,Female,no,91,0.16549
5966,Brooklyn Decker,Female,yes,27,0.00049
5969,Midge Decter,Female,yes,87,0.10690999999999999
5972,Frances Dee,Female,no,97,0.28359
5974,Ruby Dee,Female,no,90,0.14886
5975,Sandra Dee,Female,no,63,0.00987
5977,Deelishis,Female,yes,36,0.0010400000000000001
5978,Paula Deen,Female,yes,67,0.01456
5988,Ellen DeGeneres,Female,yes,56,0.00495
5990,Diana DeGette,Female,yes,57,0.00547
5994,Gloria DeHaven,Female,yes,89,0.13354000000000002
5997,Nicole DeHuff,Female,no,31,0.00064
6006,Lana Del Rey,Female,yes,28,0.0005200000000000001
6008,Dolores del Rio,Female,no,78,0.040310000000000006
6018,Kim Delaney,Female,yes,53,0.00365
6019,Dana Delany,Female,yes,58,0.00604
6022,Giada De Laurentiis,Female,yes,44,0.0019
6023,Rosa DeLauro,Female,yes,71,0.02103
6027,Jessica Delfino,Female,yes,38,0.00124
6028,Majandra Delfino,Female,yes,33,0.0007700000000000001
6041,Danièle Delorme,Female,yes,88,0.11955
6044,Julie Delpy,Female,yes,45,0.00201
6049,Kat DeLuna,Female,yes,27,0.00049
6065,Mylène Demongeot,Female,yes,79,0.04462
6077,Lori Beth Denberg,Female,yes,38,0.00124
6078,Judi Dench,Female,yes,80,0.04965
6079,Catherine Deneuve,Female,yes,71,0.02103
6084,Marianne Denicourt,Female,yes,48,0.00244
6085,Claire Denis,Female,yes,66,0.01325
6091,Dorothy Denning,Female,yes,69,0.017419999999999998
6093,Kat Dennings,Female,yes,28,0.0005200000000000001
6095,Martine Dennis,Female,yes,53,0.00365
6097,Patricia Diaz Dennis,Female,yes,68,0.01594
6099,Sandy Dennis,Female,no,55,0.00447
6104,Catherine Dent,Female,yes,49,0.0026100000000000003
6111,Sandra Denton,Female,yes,45,0.00201
6115,Jewel De'Nyle,Female,yes,37,0.0011300000000000001
6120,Nancy-Ann DeParle,Female,yes,58,0.00604
6122,Delia Derbyshire,Female,no,64,0.010879999999999999
6124,Bo Derek,Female,yes,58,0.00604
6128,Laura Dern,Female,yes,47,0.00229
6142,Anita Desai,Female,yes,77,0.036489999999999995
6144,Emily Deschanel,Female,yes,38,0.00124
6145,Zooey Deschanel,Female,yes,34,0.00086
6146,Jackie DeShannon,Female,yes,70,0.019119999999999998
6156,Natalie Dessay,Female,yes,49,0.0026100000000000003
6157,Amanda Detmer,Female,yes,43,0.0018
6159,Maruschka Detmers,Female,yes,52,0.0033200000000000005
6167,Patti Deutsch,Female,yes,69,0.017419999999999998
6171,Trish Van Devere,Female,yes,71,0.02103
6172,Gail Devers,Female,yes,48,0.00244
6174,Paula Devicq,Female,yes,49,0.0026100000000000003
6183,Loretta Devine,Female,yes,65,0.01201
6185,Bernadette Devlin,Female,yes,67,0.01456
6186,Laura Devon,Female,no,76,0.03305
6190,Jenna Dewan,Female,yes,34,0.00086
6192,Colleen Dewhurst,Female,no,67,0.01456
6197,Joyce DeWitt,Female,yes,65,0.01201
6198,Rosemarie DeWitt,Female,yes,40,0.00146
6202,Susan Dey,Female,yes,62,0.00895
6205,Caroline Dhavernas,Female,yes,36,0.0010400000000000001
6206,Laurie Dhue,Female,yes,45,0.00201
6208,Diablo Cody,Female,yes,36,0.0010400000000000001
6210,Nikki Dial,Female,yes,41,0.00158
6223,Selma Diamond,Female,no,65,0.01201
6225,Lady Diana,Female,no,36,0.0010400000000000001
6227,Cameron Diaz,Female,yes,42,0.0016899999999999999
6228,Melonie Diaz,Female,yes,30,0.0006
6235,Kate DiCamillo,Female,yes,50,0.00281
6244,Kim Dickens,Female,yes,49,0.0026100000000000003
6250,Dale Dickey,Female,yes,53,0.00365
6256,Angie Dickinson,Female,yes,83,0.06888
6261,Gloria Dickson,Female,no,29,0.00055
6265,Joan Didion,Female,yes,80,0.04965
6266,Dido,Female,yes,43,0.0018
6278,Marlene Dietrich,Female,no,91,0.16549
6283,Ani DiFranco,Female,yes,44,0.0019
6290,Annie Dillard,Female,yes,69,0.017419999999999998
6292,Victoria Dillard,Female,yes,45,0.00201
6296,Phyllis Diller,Female,no,95,0.24316
6304,Melinda Dillon,Female,yes,75,0.02998
6315,Carol E. Dinkins,Female,yes,69,0.017419999999999998
6318,Traci Dinwiddie,Female,yes,41,0.00158
6320,Luisa Diogo,Female,yes,56,0.00495
6322,Kara DioGuardi,Female,yes,44,0.0019
6324,Celine Dion,Female,yes,46,0.00214
6326,Annette Dionne,Female,yes,80,0.04965
6327,Cecile Dionne,Female,yes,80,0.04965
6329,Emilie Dionne,Female,no,20,0.00041
6331,Marie Dionne,Female,no,36,0.0010400000000000001
6332,Yvonne Dionne,Female,no,67,0.01456
6345,Teri Diver,Female,no,30,0.0006
6348,Madhuri Dixit,Female,yes,47,0.00229
6350,Alesha Dixon,Female,yes,36,0.0010400000000000001
6351,Donna Dixon,Female,yes,57,0.00547
6353,Jeane Dixon,Female,no,79,0.04462
6357,Sheila Dixon,Female,yes,61,0.00811
6361,Assia Djebar,Female,yes,78,0.040310000000000006
6369,Lurita Alexis Doan,Female,yes,56,0.00495
6372,Nina Dobrev,Female,yes,25,0.00045
6380,Michelle Dockery,Female,yes,33,0.0007700000000000001
6385,Carol Doda,Female,yes,77,0.036489999999999995
6388,Claire Dodd,Female,no,65,0.01201
6392,Betty Dodson,Female,yes,85,0.08559
6403,Shannen Doherty,Female,yes,43,0.0018
6405,Bernardine Dohrn,Female,yes,72,0.023030000000000002
6406,Lexa Doig,Female,yes,41,0.00158
6416,Elizabeth Dole,Female,yes,78,0.040310000000000006
6417,Ami Dolenz,Female,yes,45,0.00201
6421,Dolly the sheep,Female,no,7,0.00011999999999999999
6424,Arielle Dombasle,Female,yes,59,0.006659999999999999
6426,Faith Domergue,Female,no,75,0.02998
6428,Cari M. Dominguez,Female,yes,65,0.01201
6430,Elinor Donahue,Female,yes,77,0.036489999999999995
6431,Heather Donahue,Female,yes,40,0.00146
6437,Mary Elizabeth Donaldson,Female,yes,42,0.0016899999999999999
6443,Tanya Donelly,Female,yes,48,0.00244
6445,Marion Dönhoff,Female,no,93,0.20245
6458,Amanda Donohoe,Female,yes,52,0.0033200000000000005
6463,Elisa Donovan,Female,yes,43,0.0018
6473,Alison Doody,Female,yes,48,0.00244
6479,Taylor Dooley,Female,yes,21,0.00041
6482,Ducky DooLittle,Female,yes,44,0.0019
6484,Melinda Doolittle,Female,yes,37,0.0011300000000000001
6489,Ann Doran,Female,no,89,0.13354000000000002
6495,Françoise Dorléac,Female,no,25,0.00045
6497,Natalie Dormer,Female,yes,32,0.0007
6504,Nadine Dorries,Female,yes,57,0.00547
6505,Diana Dors,Female,no,53,0.00365
6507,Gail Ann Dorsey,Female,yes,52,0.0033200000000000005
6512,Julie Doucet,Female,yes,49,0.0026100000000000003
6514,Diana Lady Dougan,Female,yes,71,0.02103
6517,Gabby Douglas,Female,yes,19,0.0004
6519,Illeana Douglas,Female,yes,49,0.0026100000000000003
6529,Sarah Douglas,Female,yes,62,0.00895
6530,Shirley Douglas,Female,yes,80,0.04965
6531,Suzzanne Douglas,Female,yes,57,0.00547
6538,Billie Dove,Female,no,94,0.22268000000000002
6539,Rita Dove,Female,yes,62,0.00895
6541,Ellen Albertini Dow,Female,yes,96,0.26356999999999997
6543,Peggy Dow,Female,yes,86,0.09561
6546,Maureen Dowd,Female,yes,62,0.00895
6549,Doris Dowling,Female,no,81,0.055420000000000004
6550,Lesley-Anne Down,Female,yes,60,0.00734
6556,Roma Downey,Female,yes,54,0.00403
6564,Kimberly Dozier,Female,yes,48,0.00244
6565,Margaret Drabble,Female,yes,75,0.02998
6568,Eleonora Rossi Drago,Female,no,82,0.06182000000000001
6572,Betsy Drake,Female,yes,91,0.16549
6574,Dona Drake,Female,no,75,0.02998
6576,Frances Drake,Female,no,88,0.11955
6579,Thelma Drake,Female,yes,65,0.01201
6582,Polly Draper,Female,yes,59,0.006659999999999999
6583,Rachel Dratch,Female,yes,48,0.00244
6588,Fran Drescher,Female,yes,57,0.00547
6591,Elizabeth Drew,Female,yes,79,0.04462
6592,Ellen Drew,Female,no,88,0.11955
6605,Minnie Driver,Female,yes,44,0.0019
6609,Joanne Dru,Female,no,74,0.027360000000000002
6619,Ann Druyan,Female,yes,65,0.01201
6627,Jacqueline du Pré,Female,no,42,0.0016899999999999999
6635,Ja'net DuBois,Female,yes,69,0.017419999999999998
6636,Marie Dubois,Female,yes,77,0.036489999999999995
6646,Connie K. Duckworth,Female,yes,60,0.00734
6647,Tammy Duckworth,Female,yes,46,0.00214
6649,Anne Dudek,Female,yes,39,0.00134
6652,Anne Dudley,Female,yes,58,0.00604
6658,Anne-Marie Duff,Female,yes,44,0.0019
6659,Haylie Duff,Female,yes,29,0.00055
6660,Hilary Duff,Female,yes,27,0.00049
6662,Nicola Duffett,Female,yes,51,0.0030399999999999997
6663,Duffy,Female,yes,30,0.0006
6665,Carol Ann Duffy,Female,yes,59,0.006659999999999999
6666,Julia Duffy,Female,yes,63,0.00987
6667,Karen Duffy,Female,yes,52,0.0033200000000000005
6681,Kitty Dukakis,Female,yes,78,0.040310000000000006
6683,Olympia Dukakis,Female,yes,83,0.06888
6688,Doris Duke,Female,no,81,0.055420000000000004
6691,Patty Duke,Female,yes,68,0.01594
6692,Robin Chandler Duke,Female,yes,91,0.16549
6698,Jane Dulo,Female,no,77,0.036489999999999995
6700,Amy Dumas,Female,yes,39,0.00134
6701,Daphne Du Maurier,Female,no,82,0.06182000000000001
6704,Steffi Duna,Female,no,82,0.06182000000000001
6705,Faye Dunaway,Female,yes,73,0.02511
6709,Dixie Dunbar,Female,no,72,0.023030000000000002
6711,Allyson K. Duncan,Female,yes,63,0.00987
6716,Lesley Duncan,Female,yes,71,0.02103
6717,Lindsay Duncan,Female,yes,64,0.010879999999999999
6718,Lois Duncan,Female,yes,80,0.04965
6721,Sandy Duncan,Female,yes,68,0.01594
6727,Katherine Dunham,Female,no,96,0.26356999999999997
6728,Lena Dunham,Female,yes,28,0.0005200000000000001
6729,Stanley Ann Dunham,Female,no,53,0.00365
6731,Becky Norton Dunlop,Female,yes,63,0.00987
6735,Jennifer Dunn,Female,no,66,0.01325
6739,Nora Dunn,Female,yes,62,0.00895
6740,Patricia Dunn,Female,no,58,0.00604
6746,Dominique Dunne,Female,no,23,0.00043
6750,Debbe Dunning,Female,yes,48,0.00244
6751,Mildred Dunnock,Female,no,90,0.14886
6753,Kirsten Dunst,Female,yes,32,0.0007
6754,Gwyneth Dunwoody,Female,no,78,0.040310000000000006
6757,June Duprez,Female,no,66,0.01325
6761,Erica Durance,Female,yes,36,0.0010400000000000001
6764,Marguerite Duras,Female,no,82,0.06182000000000001
6768,Christine M. Durham,Female,yes,69,0.017419999999999998
6782,Eliza Dushku,Female,yes,34,0.00086
6783,Nancy Dussault,Female,yes,78,0.040310000000000006
6791,Lara Dutta,Female,yes,36,0.0010400000000000001
6799,Clea DuVall,Female,yes,37,0.0011300000000000001
6801,Shelley Duvall,Female,yes,65,0.01201
6804,Ann Dvorak,Female,no,67,0.01456
6807,Andrea Dworkin,Female,no,59,0.006659999999999999
6824,Ms. Dynamite,Female,yes,33,0.0007700000000000001
6828,Esther Dyson,Female,yes,63,0.00987
6834,Alexis Dziena,Female,yes,30,0.0006
6849,Margaret Early,Female,no,81,0.055420000000000004
6856,Leslie Easterbrook,Female,yes,65,0.01201
6860,Michelle Easton,Female,yes,64,0.010879999999999999
6862,Sheena Easton,Female,yes,55,0.00447
6863,Alison Eastwood,Female,yes,42,0.0016899999999999999
6865,Jayne Eastwood,Female,yes,68,0.01594
6867,Meredith Eaton,Female,yes,40,0.00146
6869,Shirley Eaton,Female,yes,77,0.036489999999999995
6877,Christine Ebersole,Female,yes,61,0.00811
6884,Megalyn Echikunwoke,Female,yes,31,0.00064
6909,Marian Wright Edelman,Female,yes,75,0.02998
6910,Lisa Edelstein,Female,yes,48,0.00244
6911,Barbara Eden,Female,yes,80,0.04965
6923,Tracey Edmonds,Female,yes,47,0.00229
6945,Donna Edwards,Female,yes,56,0.00495
6947,Elaine S. Edwards,Female,yes,85,0.08559
6948,Elizabeth Edwards,Female,no,61,0.00811
6949,Gail Edwards,Female,yes,62,0.00895
6959,Stacy Edwards,Female,yes,49,0.0026100000000000003
6964,Jennifer Egan,Female,yes,52,0.0033200000000000005
6969,Samantha Eggar,Female,yes,75,0.02998
6971,Nicole Eggert,Female,yes,42,0.0016899999999999999
6976,Jennifer Ehle,Female,yes,45,0.00201
6978,Barbara Ehrenreich,Female,yes,73,0.02511
6987,Jill Eikenberry,Female,yes,67,0.01456
6988,Lisa Eilbacher,Female,yes,57,0.00547
6990,Sally Eilers,Female,no,70,0.019119999999999998
6996,Hallie Kate Eisenberg,Female,yes,22,0.00042
7000,Julie Nixon Eisenhower,Female,yes,66,0.01325
7008,Anita Ekberg,Female,yes,83,0.06888
7010,Britt Ekland,Female,yes,72,0.023030000000000002
7016,Ann Elder,Female,yes,72,0.023030000000000002
7018,Joycelyn Elders,Female,yes,81,0.055420000000000004
7023,Carmen Electra,Female,yes,42,0.0016899999999999999
7025,Erika Eleniak,Female,yes,45,0.00201
7028,Jenna Elfman,Female,yes,43,0.0018
7031,Gertrude B. Elion,Female,no,81,0.055420000000000004
7034,Christine Elise,Female,yes,49,0.0026100000000000003
7035,Kimberly Elise,Female,yes,47,0.00229
7036,Queen Elizabeth II,Female,yes,88,0.11955
7037,Shannon Elizabeth,Female,yes,41,0.00158
7042,Linda Ellerbee,Female,yes,70,0.019119999999999998
7043,Yvonne Elliman,Female,yes,63,0.00987
7054,Missy Elliott,Female,yes,43,0.0018
7060,Aunjanue Ellis,Female,yes,45,0.00201
7066,Patricia Ellis,Female,no,54,0.00403
7068,Ruth Ellis,Female,no,30,0.0006
7076,Renee Ellmers,Female,yes,50,0.00281
7082,Jennifer W. Elrod,Female,yes,48,0.00244
7084,Lynn Laverty Elsenhans,Female,yes,58,0.00604
7085,Andrea Elson,Female,yes,45,0.00201
7090,Elvira,Female,yes,65,0.01201
7102,Faye Emerson,Female,no,66,0.01325
7103,Jo Ann Emerson,Female,yes,64,0.010879999999999999
7115,Linda Emond,Female,yes,55,0.00447
7120,Kornelia Ender,Female,yes,56,0.00495
7125,Georgia Engel,Female,yes,66,0.01325
7129,Audie England,Female,yes,42,0.0016899999999999999
7131,Lynndie England,Female,yes,32,0.0007
7144,Jessica Ennis,Female,yes,28,0.0005200000000000001
7148,Mireille Enos,Female,yes,39,0.00134
7151,Eve Ensler,Female,yes,61,0.00811
7155,Peg Entwistle,Female,no,24,0.00044
7156,Enya,Female,yes,53,0.00365
7159,Delia Ephron,Female,yes,70,0.019119999999999998
7160,Nora Ephron,Female,no,71,0.02103
7170,Kathryn Erbe,Female,yes,48,0.00244
7177,Louise Erdrich,Female,yes,60,0.00734
7207,Anna Eshoo,Female,yes,72,0.023030000000000002
7211,Jill Esmond,Female,no,82,0.06182000000000001
7214,Jennifer Esposito,Female,yes,41,0.00158
7219,Susie Essman,Female,yes,59,0.006659999999999999
7221,Gloria Estefan,Female,yes,57,0.00547
7222,Estelle,Female,yes,34,0.00086
7230,Susan Estrich,Female,yes,62,0.00895
7233,Melissa Etheridge,Female,yes,53,0.00365
7238,Jackie Evancho,Female,yes,14,0.00021
7239,Linda Evangelista,Female,yes,49,0.0026100000000000003
7240,Janet Evanovich,Female,yes,71,0.02103
7241,Alice Evans,Female,yes,43,0.0018
7246,Dale Evans,Female,no,89,0.13354000000000002
7250,Faith Evans,Female,yes,41,0.00158
7254,Indiana Evans,Female,yes,24,0.00044
7255,Janet Evans,Female,yes,43,0.0018
7260,Linda Evans,Female,yes,72,0.023030000000000002
7263,Madge Evans,Female,no,72,0.023030000000000002
7271,Sara Evans,Female,yes,43,0.0018
7274,Tiffany Evans,Female,yes,22,0.00042
7277,Eve,Female,yes,36,0.0010400000000000001
7278,Alice Eve,Female,yes,32,0.0007
7285,Angie Everhart,Female,yes,45,0.00201
7293,Chris Evert,Female,yes,60,0.00734
7295,Briana Evigan,Female,yes,28,0.0005200000000000001
7298,Patricia Lynch Ewell,Female,no,85,0.08559
7300,Patricia O. Ewers,Female,yes,79,0.04462
7302,Judith Exner,Female,no,65,0.01201
7310,Dana Fabe,Female,yes,63,0.00987
7313,Katelyn Kristine Faber,Female,yes,29,0.00055
7315,Lara Fabian,Female,yes,44,0.0019
7317,Nanette Fabray,Female,yes,94,0.22268000000000002
7328,Myrna Fahey,Female,no,40,0.00146
7329,Siobhan Fahey,Female,yes,56,0.00495
7333,Morgan Fairchild,Female,yes,64,0.010879999999999999
7342,Marianne Faithfull,Female,yes,68,0.01594
7343,Lola Falana,Female,yes,72,0.023030000000000002
7345,Edie Falco,Female,yes,51,0.0030399999999999997
7351,Oriana Fallaci,Female,no,77,0.036489999999999995
7353,JoAnn Falletta,Female,yes,60,0.00734
7354,Mary Fallin,Female,yes,60,0.00734
7360,Susan Faludi,Female,yes,55,0.00447
7365,Dakota Fanning,Female,yes,20,0.00041
7366,Elle Fanning,Female,yes,16,0.00033999999999999997
7373,Stacey Farber,Female,yes,27,0.00049
7375,Frances Farenthold,Female,yes,88,0.11955
7376,Debrah Farentino,Female,yes,55,0.00447
7383,Anna Faris,Female,yes,38,0.00124
7392,Frances Farmer,Female,no,57,0.00547
7396,Mimsy Farmer,Female,yes,69,0.017419999999999998
7398,Vera Farmiga,Female,yes,41,0.00158
7404,Diane Farr,Female,yes,45,0.00201
7405,Felicia Farr,Female,yes,82,0.06182000000000001
7414,Eileen Farrell,Female,no,82,0.06182000000000001
7415,Glenda Farrell,Female,no,67,0.01456
7420,Suzanne Farrell,Female,yes,69,0.017419999999999998
7421,Terry Farrell,Female,yes,51,0.0030399999999999997
7427,Mia Farrow,Female,yes,69,0.017419999999999998
7432,Brenda Fassie,Female,no,40,0.00146
7442,Renée Faure,Female,no,87,0.10690999999999999
7445,Drew Gilpin Faust,Female,yes,67,0.01456
7451,Farrah Fawcett,Female,no,62,0.00895
7453,Alice Faye,Female,no,83,0.06888
7454,Frances Faye,Female,no,79,0.04462
7461,Angela Featherstone,Female,yes,49,0.0026100000000000003
7478,Dianne Feinstein,Female,yes,81,0.055420000000000004
7480,Feist,Female,yes,38,0.00124
7484,Verona Feldbusch,Female,yes,46,0.00214
7491,Barbara Feldon,Female,yes,81,0.055420000000000004
7492,Tovah Feldshuh,Female,yes,62,0.00895
7496,Maria Felix,Female,no,88,0.11955
7502,Edith Fellows,Female,no,88,0.11955
7510,Sherilyn Fenn,Female,yes,49,0.0026100000000000003
7516,Pamelyn Ferdin,Female,yes,55,0.00447
7528,Rebecca Ferguson,Female,yes,28,0.0005200000000000001
7530,Sarah Ferguson,Female,yes,55,0.00447
7531,Stacy Ferguson,Female,yes,39,0.00134
7532,Frances D. Fergusson,Female,yes,70,0.019119999999999998
7535,Jodelle Ferland,Female,yes,20,0.00041
7539,Vanessa Ferlito,Female,yes,34,0.00086
7546,Lisa Ferraday,Female,no,83,0.06888
7550,Lolo Ferrari,Female,no,30,0.0006
7551,Geraldine Ferraro,Female,no,76,0.03305
7554,Conchata Ferrell,Female,yes,71,0.02103
7559,America Ferrera,Female,yes,30,0.0006
7564,Pam Ferris,Female,yes,66,0.01325
7567,Ruth Fertel,Female,no,75,0.02998
7573,Tina Fey,Female,yes,44,0.0019
7582,Betty Field,Female,no,60,0.00734
7583,Chelsea Field,Female,yes,57,0.00547
7585,Sally Field,Female,yes,68,0.01594
7586,Shirley Anne Field,Female,yes,76,0.03305
7587,Virginia Field,Female,no,75,0.02998
7591,Helen Fielding,Female,yes,56,0.00495
7592,Janet Fielding,Female,yes,61,0.00811
7594,Alexis Fields,Female,yes,35,0.0009400000000000001
7596,Debbi Fields,Female,yes,58,0.00604
7597,Dorothy Fields,Female,no,69,0.017419999999999998
7599,Kim Fields,Female,yes,45,0.00201
7600,Totie Fields,Female,no,48,0.00244
7617,Jennifer Finch,Female,yes,48,0.00244
7625,Jeanna Fine,Female,yes,50,0.00281
7627,Vivian Fine,Female,no,87,0.10690999999999999
7631,Leonor Fini,Female,no,89,0.13354000000000002
7638,Diane Finley,Female,yes,57,0.00547
7639,Karen Finley,Female,yes,58,0.00604
7640,Leticia Finley,Female,yes,55,0.00447
7649,Joan Finney,Female,no,76,0.03305
7650,Jennifer Finnigan,Female,yes,35,0.0009400000000000001
7652,Melanie Fiona,Female,yes,31,0.00064
7653,Linda Fiorentino,Female,yes,56,0.00495
7654,Carly Fiorina,Female,yes,60,0.00734
7655,Alexis Fire,Female,yes,50,0.00281
7670,Jenna Fischer,Female,yes,40,0.00146
7677,Danielle Fishel,Female,yes,33,0.0007700000000000001
7678,Amy Fisher,Female,yes,40,0.00146
7679,Carrie Fisher,Female,yes,58,0.00604
7685,Frances Fisher,Female,yes,62,0.00895
7687,Gail Fisher,Female,no,65,0.01201
7688,Isla Fisher,Female,yes,38,0.00124
7690,Joely Fisher,Female,yes,47,0.00229
7702,Schuyler Fisk,Female,yes,32,0.0007
7710,Ella Fitzgerald,Female,no,79,0.04462
7714,Penelope Fitzgerald,Female,no,84,0.07674
7716,Tara Fitzgerald,Female,yes,47,0.00229
7727,Roberta Flack,Female,yes,75,0.02998
7728,Fannie Flagg,Female,yes,70,0.019119999999999998
7737,Fionnula Flanagan,Female,yes,73,0.02511
7744,Susan Flannery,Female,yes,74,0.027360000000000002
7745,Maureen Flannigan,Female,yes,41,0.00158
7757,Susan Fleetwood,Female,no,51,0.0030399999999999997
7763,Heidi Fleiss,Female,yes,49,0.0026100000000000003
7770,Peggy Fleming,Female,yes,66,0.01325
7771,Renée Fleming,Female,yes,55,0.00447
7779,Betty B. Fletcher,Female,no,89,0.13354000000000002
7784,Louise Fletcher,Female,yes,80,0.04965
7788,Jill Flint,Female,yes,37,0.0011300000000000001
7791,Calista Flockhart,Female,yes,50,0.00281
7792,Suzanne Flon,Female,no,87,0.10690999999999999
7807,Gennifer Flowers,Female,yes,64,0.010879999999999999
7813,Darlanne Fluegel,Female,yes,56,0.00495
7819,Miriam Flynn,Female,yes,62,0.00895
7823,Althea Flynt,Female,no,34,0.00086
7827,Nina Foch,Female,no,84,0.07674
7849,Megan Follows,Female,yes,46,0.00214
7851,Bridget Fonda,Female,yes,50,0.00281
7853,Jane Fonda,Female,yes,77,0.036489999999999995
7859,Lyndsy Fonseca,Female,yes,27,0.00049
7862,Joan Fontaine,Female,no,96,0.26356999999999997
7863,Margot Fonteyn,Female,no,72,0.023030000000000002
7868,June Foray,Female,yes,97,0.28359
7870,Kathryn Forbes,Female,no,58,0.00604
7871,Kristin J. Forbes,Female,yes,44,0.0019
