,Name,gender,is alive,age,Death_Probability
21454,Dinah Sheridan,Female,no,92,0.18337
21457,Liz Sheridan,Female,yes,85,0.08559
21458,Nicollette Sheridan,Female,yes,51,0.0030399999999999997
21468,Stephanie M. Shern,Female,yes,66,0.01325
21474,Sheetal Sheth,Female,yes,38,0.00124
21475,Shilpa Shetty,Female,yes,39,0.00134
21480,Brooke Shields,Female,yes,49,0.0026100000000000003
21481,Carol Shields,Female,no,68,0.01594
21489,Jenny Shimizu,Female,yes,47,0.00229
21498,Kiernan Shipka,Female,yes,15,0.00028
21499,Jenny Shipley,Female,yes,62,0.00895
21506,Wilmar H. Shiras,Female,no,82,0.06182000000000001
21508,Talia Shire,Female,yes,68,0.01594
21510,Anne Shirley,Female,no,75,0.02998
21512,Vandana Shiva,Female,yes,62,0.00895
21517,Michelle Shocked,Female,yes,52,0.0033200000000000005
21520,Ann Allen Shockley,Female,yes,87,0.10690999999999999
21529,Miriam Shor,Female,yes,43,0.0018
21538,Elizabeth Short,Female,no,23,0.00043
21552,Elaine Showalter,Female,yes,73,0.02511
21556,Jean Shrimpton,Female,yes,72,0.023030000000000002
21559,Eunice Kennedy Shriver,Female,no,88,0.11955
21564,Elisabeth Shue,Female,yes,51,0.0030399999999999997
21586,Jane Sibbett,Female,yes,52,0.0033200000000000005
21592,Gabourey Sidibe,Female,yes,31,0.00064
21594,Sylvia Sidney,Female,no,89,0.13354000000000002
21595,Drew Sidora,Female,yes,29,0.00055
21597,Jennifer Siebel,Female,yes,40,0.00146
21606,Nina Siemaszko,Female,yes,44,0.0019
21610,Maggie Siff,Female,yes,40,0.00146
21613,Jamie-Lynn Sigler,Female,yes,33,0.0007700000000000001
21615,Simone Signoret,Female,no,64,0.010879999999999999
21616,Johanna Sigurdardottir,Female,yes,72,0.023030000000000002
21626,Anna Silk,Female,yes,40,0.00146
21627,Karen Silkwood,Female,no,28,0.0005200000000000001
21629,Karen Sillas,Female,yes,51,0.0030399999999999997
21631,Beverly Sills,Female,no,78,0.040310000000000006
21652,Laura Silverman,Female,yes,48,0.00244
21653,Sarah Silverman,Female,yes,44,0.0019
21657,Alicia Silverstone,Female,yes,38,0.00124
21658,Victoria Silvstedt,Female,yes,40,0.00146
21667,Adele Simmons,Female,yes,73,0.02511
21676,Jean Simmons,Female,no,81,0.055420000000000004
21677,Kimora Lee Simmons,Female,yes,39,0.00134
21683,Ruth J. Simmons,Female,yes,69,0.017419999999999998
21684,Shadia Simmons,Female,yes,28,0.0005200000000000001
21685,Sophie Simmons,Female,yes,22,0.00042
21686,Sue Simmons,Female,yes,71,0.02103
21689,Carly Simon,Female,yes,69,0.017419999999999998
21697,Simone Simon,Female,no,95,0.24316
21699,Nina Simone,Female,no,70,0.019119999999999998
21707,Ashlee Simpson,Female,yes,30,0.0006
21710,Jessica Simpson,Female,yes,34,0.00086
21714,Nicole Brown Simpson,Female,no,35,0.0009400000000000001
21717,Valerie Simpson,Female,yes,66,0.01325
21719,Portia Simpson-Miller,Female,yes,69,0.017419999999999998
21722,Joan Sims,Female,no,71,0.02103
21723,Molly Sims,Female,yes,41,0.00158
21724,Naomi Sims,Female,no,61,0.00811
21729,Nancy Sinatra,Female,yes,74,0.027360000000000002
21730,Tina Sinatra,Female,yes,66,0.01325
21735,Madge Sinclair,Female,no,57,0.00547
21743,Lori Singer,Female,yes,57,0.00547
21752,Doris Singleton,Female,no,93,0.20245
21754,Penny Singleton,Female,no,95,0.24316
21762,Siouxsie Sioux,Female,yes,57,0.00547
21772,Michele J. Sison,Female,yes,55,0.00447
21788,Carol Skelton,Female,yes,69,0.017419999999999998
21794,Becky Skillman,Female,yes,64,0.010879999999999999
21796,Edna Skinner,Female,no,82,0.06182000000000001
21798,Jane Skinner,Female,yes,47,0.00229
21801,Theda Skocpol,Female,yes,67,0.01456
21809,Azura Skye,Female,yes,33,0.0007700000000000001
21810,Ione Skye,Female,yes,43,0.0018
21811,Elisabeth Sladen,Female,no,63,0.00987
21812,Mary Decker Slaney,Female,yes,56,0.00495
21816,Helen Slater,Female,yes,51,0.0030399999999999997
21824,Anne-Marie Slaughter,Female,yes,56,0.00495
21825,Louise Slaughter,Female,yes,85,0.08559
21828,Erika Slezak,Female,yes,68,0.01594
21830,Grace Slick,Female,yes,75,0.02998
21833,Melanie Sloan,Female,yes,49,0.0026100000000000003
21836,Lindsay Sloane,Female,yes,37,0.0011300000000000001
21841,Dolores K. Sloviter,Female,yes,82,0.06182000000000001
21848,Amy Smart,Female,yes,38,0.00124
21849,Elizabeth Smart,Female,yes,27,0.00049
21850,Jean Smart,Female,yes,55,0.00447
21852,Eleanor Smeal,Female,yes,75,0.02998
21857,Jane Smiley,Female,yes,65,0.01201
21864,Alexis Smith,Female,no,72,0.023030000000000002
21865,Ali Smith,Female,yes,52,0.0033200000000000005
21866,Allison Smith,Female,yes,45,0.00201
21867,Amber Smith,Female,yes,42,0.0016899999999999999
21868,Anna Deavere Smith,Female,yes,64,0.010879999999999999
21869,Anna Nicole Smith,Female,no,40,0.00146
21871,Brooke Smith,Female,yes,47,0.00229
21905,Jaclyn Smith,Female,yes,69,0.017419999999999998
21907,Jacqui Smith,Female,yes,52,0.0033200000000000005
21908,Jada Pinkett Smith,Female,yes,43,0.0018
21911,Jean Kennedy Smith,Female,yes,86,0.09561
21919,Kate Smith,Female,no,79,0.04462
21921,Keely Smith,Female,yes,82,0.06182000000000001
21922,Kellita Smith,Female,yes,45,0.00201
21932,Lauren Lee Smith,Female,yes,34,0.00086
21936,Liz Smith,Female,yes,91,0.16549
21937,Liz Smith,Female,yes,93,0.20245
21938,Lois Smith,Female,yes,84,0.07674
21940,Maggie Smith,Female,yes,80,0.04965
21942,Martha Smith,Female,yes,61,0.00811
21957,Patti Smith,Female,yes,68,0.01594
21973,Shawnee Smith,Female,yes,44,0.0019
21979,Tasha Smith,Female,yes,43,0.0018
21985,Virginia Smith,Female,no,95,0.24316
21991,Willow Smith,Female,yes,14,0.00021
21992,Yeardley Smith,Female,yes,50,0.00281
21993,Zadie Smith,Female,yes,39,0.00134
21995,Jan Smithers,Female,yes,65,0.01201
21998,Alison Smithson,Female,no,65,0.01201
22002,Jurnee Smollett,Female,yes,28,0.0005200000000000001
22007,Cobie Smulders,Female,yes,32,0.0007
22009,Patty Smyth,Female,yes,57,0.00547
22013,Paula A. Sneed,Female,yes,67,0.01456
22023,Carrie Snodgress,Female,no,58,0.00604
22024,Brittany Snow,Female,yes,28,0.0005200000000000001
22028,Phoebe Snow,Female,no,59,0.006659999999999999
22030,Olympia Snowe,Female,yes,67,0.01456
22032,Barbara R. Snyder,Female,yes,59,0.006659999999999999
22036,Esther Snyder,Female,no,86,0.09561
22040,Liza Snyder,Female,yes,46,0.00214
22053,Rena Sofer,Female,yes,46,0.00214
22055,Marla Sokoloff,Female,yes,34,0.00086
22057,Valerie Solanas,Female,no,52,0.0033200000000000005
22060,Solé,Female,yes,41,0.00158
22061,P. J. Soles,Female,yes,64,0.010879999999999999
22063,Hilda Solis,Female,yes,57,0.00547
22065,Ksenia Solo,Female,yes,27,0.00049
22078,Brett Somers,Female,no,83,0.06888
22079,Suzanne Somers,Female,yes,68,0.01594
22081,Bonnie Somerville,Female,yes,40,0.00146
22082,Julie Sommars,Female,yes,72,0.023030000000000002
22083,Elke Sommer,Female,yes,74,0.027360000000000002
22090,Brenda Song,Female,yes,26,0.00045999999999999996
22093,Susan Sontag,Female,no,71,0.02103
22096,Isabella Soprano,Female,yes,33,0.0007700000000000001
22099,Louise Sorel,Female,yes,74,0.027360000000000002
22100,Tabitha Soren,Female,yes,47,0.00229
22104,Annika Sörenstam,Female,yes,44,0.0019
22113,Mira Sorvino,Female,yes,47,0.00229
22117,Shannyn Sossamon,Female,yes,36,0.0010400000000000001
22118,Ann Sothern,Female,no,92,0.18337
22120,Talisa Soto,Female,yes,47,0.00229
22121,Sonia Sotomayor,Female,yes,60,0.00734
22124,Kath Soucie,Female,yes,47,0.00229
22128,Soundarya,Female,no,33,0.0007700000000000001
22129,Melissa De Sousa,Female,yes,47,0.00229
22140,Catherine Spaak,Female,yes,69,0.017419999999999998
22142,Sissy Spacek,Female,yes,65,0.01201
22146,Merrie Spaeth,Female,yes,66,0.01325
22158,Muriel Spark,Female,no,88,0.11955
22161,Jordin Sparks,Female,yes,25,0.00045
22167,Hannah Spearritt,Female,yes,33,0.0007700000000000001
22169,Britney Spears,Female,yes,33,0.0007700000000000001
22174,Ronnie Spector,Female,yes,71,0.02103
22178,Jackie Speier,Female,yes,64,0.010879999999999999
22179,Regina Spektor,Female,yes,34,0.00086
22182,Tori Spelling,Female,yes,41,0.00158
22183,Margaret Spellings,Female,yes,57,0.00547
22186,Georgina Spelvin,Female,yes,78,0.040310000000000006
22193,Abigail Spencer,Female,yes,33,0.0007700000000000001
22195,Danielle Spencer,Female,yes,44,0.0019
22198,Lara Spencer,Female,yes,45,0.00201
22200,Octavia Spencer,Female,yes,42,0.0016899999999999999
22203,Tara Spencer-Nairn,Female,yes,36,0.0010400000000000001
22205,Wendie Jo Sperber,Female,no,47,0.00229
22207,Joan Spero,Female,yes,70,0.019119999999999998
22210,Penelope Spheeris,Female,yes,69,0.017419999999999998
22228,Jordana Spiro,Female,yes,37,0.0011300000000000001
22233,Gayatri Spivak,Female,yes,72,0.023030000000000002
22243,Judith A. Sprieser,Female,yes,61,0.00811
22246,Dusty Springfield,Female,no,60,0.00734
22251,Annie Sprinkle,Female,yes,60,0.00734
22255,Nancy Spungen,Female,no,20,0.00041
22261,Sridevi,Female,yes,51,0.0030399999999999997
22262,Jasmin St. Claire,Female,yes,44,0.0019
22267,Debbie Stabenow,Female,yes,64,0.010879999999999999
22269,Kelly Stables,Female,yes,36,0.0010400000000000001
22272,Maria Stader,Female,no,88,0.11955
22275,Jean Stafford,Female,no,64,0.010879999999999999
22276,Jo Stafford,Female,no,91,0.16549
22277,Michelle Stafford,Female,yes,49,0.0026100000000000003
22278,Nancy Stafford,Female,yes,60,0.00734
22286,Lesley Stahl,Female,yes,73,0.02511
22289,Jewel Staite,Female,yes,32,0.0007
22297,Jackie Stallone,Female,yes,93,0.20245
22300,Susan Stamberg,Female,yes,76,0.03305
22313,Bern Nadette Stanis,Female,yes,61,0.00811
22317,Florence Stanley,Female,no,79,0.04462
22318,Kim Stanley,Female,no,76,0.03305
22328,Barbara Stanwyck,Female,no,83,0.06888
22331,Jean Stapleton,Female,no,90,0.14886
22332,Maureen Stapleton,Female,no,81,0.055420000000000004
22338,Marylin Star,Female,yes,45,0.00201
22343,Koo Stark,Female,yes,58,0.00604
22347,Blaze Starr,Female,yes,82,0.06182000000000001
22348,Brenda K. Starr,Female,yes,48,0.00244
22352,Kay Starr,Female,yes,92,0.18337
22364,Imelda Staunton,Female,yes,58,0.00604
22368,Christina Stead,Female,no,81,0.055420000000000004
22369,Alison Steadman,Female,yes,68,0.01594
22371,Krystal Steal,Female,yes,32,0.0007
22375,Eleanor Steber,Female,no,76,0.03305
22378,Danielle Steel,Female,yes,67,0.01456
22381,Barbara Steele,Female,yes,77,0.036489999999999995
22383,Cassie Steele,Female,yes,25,0.00045
22385,Karen Steele,Female,no,57,0.00547
22387,Michael Steele,Female,yes,59,0.006659999999999999
22394,Jessica Steen,Female,yes,49,0.0026100000000000003
22395,Mary Steenburgen,Female,yes,61,0.00811
22398,Simonetta Stefanelli,Female,yes,60,0.00734
22400,Gwen Stefani,Female,yes,45,0.00201
22402,Karrine Steffans,Female,yes,36,0.0010400000000000001
22405,Janet Steiger,Female,no,65,0.01201
22420,Gloria Steinem,Female,yes,80,0.04965
22423,Hailee Steinfeld,Female,yes,18,0.0004
22428,Anna Sten,Female,no,85,0.08559
22435,Nancy H. Steorts,Female,yes,78,0.040310000000000006
22439,Princess Stephanie,Female,yes,49,0.0026100000000000003
22448,Pamela Stephenson,Female,yes,65,0.01201
22453,Jan Sterling,Female,no,83,0.06888
22454,Mindy Sterling,Female,yes,61,0.00811
22466,Paula Stern,Female,yes,69,0.017419999999999998
22469,Shoshannah Stern,Female,yes,34,0.00086
22472,Frances Sternhagen,Female,yes,84,0.07674
22477,Connie Stevens,Female,yes,76,0.03305
22484,Inger Stevens,Female,no,36,0.0010400000000000001
22487,Kaye Stevens,Female,no,79,0.04462
22490,Rachel Stevens,Female,yes,36,0.0010400000000000001
22492,Risë Stevens,Female,no,100,0.34031
22495,Stella Stevens,Female,yes,78,0.040310000000000006
22497,Tabitha Stevens,Female,yes,44,0.0019
22503,Cynthia Stevenson,Female,yes,52,0.0033200000000000005
22505,Juliet Stevenson,Female,yes,58,0.00604
22506,Margot Stevenson,Female,no,99,0.32105
22515,Alana Stewart,Female,yes,69,0.017419999999999998
22516,Alexis Stewart,Female,yes,49,0.0026100000000000003
22517,Allison Stewart,Female,yes,48,0.00244
22520,Catherine Mary Stewart,Female,yes,55,0.00447
22521,Charlotte Stewart,Female,yes,73,0.02511
22526,Elaine Stewart,Female,no,81,0.055420000000000004
22531,Jane Stewart,Female,yes,59,0.006659999999999999
22537,Kristen Stewart,Female,yes,24,0.00044
22538,Lynne Stewart,Female,yes,75,0.02998
22539,Martha Stewart,Female,yes,73,0.02511
22540,Martha Stewart,Female,no,90,0.14886
22545,Paula Stewart,Female,yes,81,0.055420000000000004
22557,Julia Stiles,Female,yes,33,0.0007700000000000001
22560,Amy Stiller,Female,yes,53,0.00365
22572,Laura Denvir Stith,Female,yes,61,0.00811
22590,Mink Stole,Female,yes,67,0.01456
22592,Fran M. Stoller,Female,yes,56,0.00495
22599,Emma Stone,Female,yes,26,0.00045999999999999996
22604,Jennifer Stone,Female,yes,21,0.00041
22605,Joss Stone,Female,yes,27,0.00049
22613,Sharon Stone,Female,yes,56,0.00495
22617,Alyson Stoner,Female,yes,21,0.00041
22625,June Storey,Female,no,73,0.02511
22627,Gale Storm,Female,no,87,0.10690999999999999
22631,Kirsten Storms,Female,yes,30,0.0006
22635,Madeleine Stowe,Female,yes,56,0.00495
22639,Yvonne Strahovski,Female,yes,32,0.0007
22640,Beatrice Straight,Female,no,87,0.10690999999999999
22641,Julie Strain,Female,yes,52,0.0033200000000000005
22649,Sarah Strange,Female,yes,40,0.00146
22650,Judy Strangis,Female,yes,65,0.01201
22652,Susan Strasberg,Female,no,61,0.00811
22653,Marcia Strassman,Female,yes,66,0.01325
22655,Dorothy Stratten,Female,no,20,0.00041
22660,Trish Stratus,Female,yes,39,0.00134
22663,Annette Strauss,Female,no,74,0.027360000000000002
22675,Meryl Streep,Female,yes,65,0.01201
22677,Picabo Street,Female,yes,43,0.0018
22678,Barbra Streisand,Female,yes,72,0.023030000000000002
22681,Gail Strickland,Female,yes,67,0.01456
22682,KaDee Strickland,Female,yes,39,0.00134
22686,Sherry Stringfield,Female,yes,47,0.00229
22687,Elaine Stritch,Female,no,89,0.13354000000000002
22688,Ilsa Strix,Female,yes,47,0.00229
22693,Belinda Stronach,Female,yes,48,0.00244
22695,Brenda Strong,Female,yes,54,0.00403
22701,Tara Strong,Female,yes,41,0.00158
22703,Nadine Strossen,Female,yes,64,0.010879999999999999
22706,Jessica Stroup,Female,yes,28,0.0005200000000000001
22709,Kerri Strug,Female,yes,37,0.0011300000000000001
22711,Sally Struthers,Female,yes,66,0.01325
22713,Barbara Stuart,Female,no,81,0.055420000000000004
22714,Maxine Stuart,Female,no,95,0.24316
22716,Imogen Stubbs,Female,yes,53,0.00365
22735,Trudie Styler,Female,yes,60,0.00734
22737,Barbara Stymiest,Female,yes,58,0.00604
22742,Tara Subkoff,Female,yes,42,0.0016899999999999999
22748,Mollie Sugden,Female,no,87,0.10690999999999999
22753,Megawati Sukarnoputri,Female,yes,67,0.01456
22754,Nadya Suleman,Female,yes,39,0.00134
22756,Margaret Sullavan,Female,no,49,0.0026100000000000003
22767,Kathleen Sullivan,Female,yes,59,0.006659999999999999
22768,Kathryn D. Sullivan,Female,yes,63,0.00987
22773,Nicole Sullivan,Female,yes,44,0.0019
22776,Susan Sullivan,Female,yes,72,0.023030000000000002
22777,Teresa A. Sullivan,Female,yes,65,0.01201
22783,Yma Sumac,Female,no,84,0.07674
22785,Cree Summer,Female,yes,45,0.00201
22786,Donna Summer,Female,no,64,0.010879999999999999
22793,Stephanie Sun,Female,yes,36,0.0010400000000000001
22805,Suraiya,Female,no,75,0.02998
22810,Jacqueline Susann,Female,no,56,0.00495
22823,Joan Sutherland,Female,no,84,0.07674
22828,Betty Sutton,Female,yes,51,0.0030399999999999997
22837,Sarah Sutton,Female,yes,53,0.00365
22839,Mena Suvari,Female,yes,35,0.0009400000000000001
22840,Janet Suzman,Female,yes,75,0.02998
22845,Suzi Suzuki,Female,yes,42,0.0016899999999999999
22850,Dominique Swain,Female,yes,34,0.00086
22853,Serinda Swan,Female,yes,30,0.0006
22855,Hilary Swank,Female,yes,40,0.00146
22857,Kristy Swanson,Female,yes,45,0.00201
22859,Gladys Swarthout,Female,no,69,0.017419999999999998
22867,Heidi Swedberg,Female,yes,48,0.00244
22868,Alison Sweeney,Female,yes,38,0.00124
22872,Julia Sweeney,Female,yes,55,0.00447
22877,Madylin Sweeten,Female,yes,23,0.00043
22878,Jodie Sweetin,Female,yes,32,0.0007
22879,Inga Swenson,Female,yes,82,0.06182000000000001
22885,Jane Swift,Female,yes,49,0.0026100000000000003
22886,Taylor Swift,Female,yes,25,0.00045
22888,Nora Swinburne,Female,no,98,0.30287
22893,Tilda Swinton,Female,yes,54,0.00403
22894,Loretta Swit,Female,yes,77,0.036489999999999995
22900,Sheryl Swoopes,Female,yes,43,0.0018
22903,Diane S. Sykes,Female,yes,57,0.00547
22905,Plum Sykes,Female,yes,45,0.00201
22906,Wanda Sykes,Female,yes,50,0.00281
22912,Sylvia Syms,Female,yes,80,0.04965
22918,Violette Szabo,Female,no,24,0.00044
22920,Deborah Szekely,Female,yes,92,0.18337
22922,Jessica Szohr,Female,yes,29,0.00055
22925,Magda Szubanski,Female,yes,53,0.00365
22926,Wislawa Szymborska,Female,no,89,0.13354000000000002
22929,Tabu,Female,yes,44,0.0019
22932,Deanell Reece Tacha,Female,yes,68,0.01594
22938,Sharmila Tagore,Female,yes,68,0.01594
22940,Kobe Tai,Female,yes,42,0.0016899999999999999
22942,Orly Taitz,Female,yes,52,0.0033200000000000005
22947,Nita Talbot,Female,yes,84,0.07674
22949,Gloria Talbott,Female,no,69,0.017419999999999998
22954,Maria Tallchief,Female,no,88,0.11955
22956,Jill Talley,Female,yes,52,0.0033200000000000005
22962,Amber Tamblyn,Female,yes,31,0.00064
22966,Mary Tamm,Female,no,62,0.00895
22967,Amy Tan,Female,yes,62,0.00895
22968,Mika Tan,Female,yes,37,0.0011300000000000001
22972,Jessica Tandy,Female,no,85,0.08559
22979,Deborah Tannen,Female,yes,63,0.00987
22983,Donna A. Tanoue,Female,yes,60,0.00734
22985,Tristan Taormino,Female,yes,43,0.0018
22987,Amanda Tapping,Female,yes,49,0.0026100000000000003
22999,Donna Tartt,Female,yes,51,0.0030399999999999997
23004,Catherine Tate,Female,yes,46,0.00214
23010,Sharon Tate,Female,no,26,0.00045999999999999996
23021,Ellen Tauscher,Female,yes,63,0.00987
23027,Ann Taylor,Female,yes,67,0.01456
23028,Anna Diggs Taylor,Female,yes,82,0.06182000000000001
23034,Christine Taylor,Female,yes,43,0.0018
23036,Clarice Taylor,Female,no,94,0.22268000000000002
23042,Elizabeth Taylor,Female,no,79,0.04462
23044,Gwen Taylor,Female,yes,75,0.02998
23045,Holland Taylor,Female,yes,71,0.02103
23048,Jennifer Taylor,Female,yes,42,0.0016899999999999999
23052,June Taylor,Female,no,87,0.10690999999999999
23054,Koko Taylor,Female,no,81,0.055420000000000004
23056,Lili Taylor,Female,yes,47,0.00229
23057,Mary Taylor,Female,yes,53,0.00365
23061,Niki Taylor,Female,yes,39,0.00134
23064,Rachael Taylor,Female,yes,30,0.0006
23065,Regina Taylor,Female,yes,54,0.00403
23066,Renée Taylor,Female,yes,81,0.055420000000000004
23073,Russi Taylor,Female,yes,70,0.019119999999999998
23074,Sara Taylor,Female,yes,40,0.00146
23079,Tamara Taylor,Female,yes,44,0.0019
23080,Zola Taylor,Female,no,73,0.02511
23081,Leigh Taylor-Young,Female,yes,69,0.017419999999999998
23082,Julie Taymor,Female,yes,62,0.00895
23103,Juno Temple,Female,yes,25,0.00045
23105,Shirley Temple,Female,no,86,0.09561
23109,Natalia Tena,Female,yes,30,0.0006
23114,Victoria Tennant,Female,yes,64,0.010879999999999999
23117,Toni Tennille,Female,yes,74,0.027360000000000002
23118,Sheri S. Tepper,Female,yes,85,0.08559
23119,Tila Tequila,Female,yes,33,0.0007700000000000001
23121,Mother Teresa,Female,no,87,0.10690999999999999
23125,Marsha K. Ternus,Female,yes,63,0.00987
23127,Dorothy A. Terrell,Female,yes,69,0.017419999999999998
23128,Tammi Terrell,Female,no,25,0.00045
23134,Ruth Terry,Female,yes,94,0.22268000000000002
23145,Lauren Tewes,Female,yes,60,0.00734
23146,Josephine Tewson,Female,yes,75,0.02998
23147,Tia Texada,Female,yes,43,0.0018
23152,Thalia,Female,yes,43,0.0018
23155,Twyla Tharp,Female,yes,73,0.02511
23156,Margaret Thatcher,Female,no,88,0.11955
23162,Phyllis Thaxter,Female,no,91,0.16549
23163,Brynn Thayer,Female,yes,65,0.01201
23164,Maria Thayer,Female,yes,39,0.00134
23171,Charlize Theron,Female,yes,39,0.00134
23186,Tiffani Amber Thiessen,Female,yes,40,0.00146
23188,Lynne Thigpen,Female,no,55,0.00447
23190,Olivia Thirlby,Female,yes,28,0.0005200000000000001
23194,Betty Thomas,Female,yes,66,0.01325
23214,Heather Thomas,Female,yes,57,0.00547
23215,Helen Thomas,Female,no,93,0.20245
23217,Imogen Thomas,Female,yes,32,0.0007
23218,Irma Thomas,Female,yes,73,0.02511
23224,Kristin Scott Thomas,Female,yes,54,0.00403
23227,Michelle Thomas,Female,no,29,0.00055
23235,"Rozonda ""Chilli"" Thomas",Female,yes,43,0.0018
23238,Sunset Thomas,Female,yes,42,0.0016899999999999999
23241,Virginia Thomas,Female,yes,57,0.00547
23243,Pamela Thomas-Graham,Female,yes,51,0.0030399999999999997
23244,Marsha Thomason,Female,yes,38,0.00124
23247,Andrea Thompson,Female,yes,54,0.00403
23253,Emma Thompson,Female,yes,55,0.00447
23258,Hilary Thompson,Female,yes,65,0.01201
23266,Jeri Thompson,Female,yes,48,0.00244
23274,Lea Thompson,Female,yes,53,0.00365
23275,Linda Thompson,Female,yes,64,0.010879999999999999
23283,Sada Thompson,Female,no,82,0.06182000000000001
23284,Sarah Thompson,Female,yes,35,0.0009400000000000001
23287,Susanna Thompson,Female,yes,56,0.00495
23289,Tracie Thoms,Female,yes,39,0.00134
23299,June Thorburn,Female,no,36,0.0010400000000000001
23303,Bella Thorne,Female,yes,17,0.00037999999999999997
23304,Callie Thorne,Female,yes,45,0.00201
23305,Courtney Thorne-Smith,Female,yes,47,0.00229
23307,Helle Thorning-Schmidt,Female,yes,48,0.00244
23313,Sigrid Thornton,Female,yes,55,0.00447
23314,Tiffany Thornton,Female,yes,28,0.0005200000000000001
23319,Linda Thorson,Female,yes,67,0.01456
23325,Ingrid Thulin,Female,no,78,0.040310000000000006
23328,Karen Thurman,Female,yes,63,0.00987
23329,Uma Thurman,Female,yes,44,0.0019
23339,Rachel Ticotin,Female,yes,56,0.00495
23340,Cheryl Tiegs,Female,yes,67,0.01456
23343,Gene Tierney,Female,no,71,0.02103
23346,Maura Tierney,Female,yes,49,0.0026100000000000003
23348,Tiffany,Female,yes,43,0.0018
23349,Pamela Tiffin,Female,yes,72,0.023030000000000002
23352,Shirley M. Tilghman,Female,yes,68,0.01594
23358,Pam Tillis,Female,yes,57,0.00547
23363,Jennifer Tilly,Female,yes,56,0.00495
23364,Meg Tilly,Female,yes,54,0.00403
23366,Charlene Tilton,Female,yes,56,0.00495
23373,Patricia Timmons-Goodson,Female,yes,60,0.00734
23390,Ashley Tisdale,Female,yes,29,0.00055
23391,Jennifer Tisdale,Female,yes,33,0.0007700000000000001
23395,Dina Titus,Female,yes,64,0.010879999999999999
23398,Jean Hoefer Toal,Female,yes,71,0.02103
23408,Ann Todd,Female,no,84,0.07674
23410,Debra Todd,Female,yes,57,0.00547
23411,Hallie Todd,Female,yes,52,0.0033200000000000005
23416,Thelma Todd,Female,no,30,0.0006
23420,Jordan Todosey,Female,yes,19,0.0004
23421,Victoria Toensing,Female,yes,73,0.02511
23426,Iva Toguri,Female,no,90,0.14886
23432,Berlinda Tolbert,Female,yes,65,0.01201
23438,Susan Tolsky,Female,yes,71,0.02103
23441,Heather Tom,Female,yes,39,0.00134
23442,Lauren Tom,Female,yes,53,0.00365
23443,Nicholle Tom,Female,yes,36,0.0010400000000000001
23448,Marisa Tomei,Female,yes,50,0.00281
23449,Tamlyn Tomita,Female,yes,48,0.00244
23450,Lily Tomlin,Female,yes,75,0.02998
23458,Angel Tompkins,Female,yes,71,0.02103
23466,Phoebe Tonkin,Female,yes,25,0.00045
23483,Dara Torres,Female,yes,47,0.00229
23484,Dayanara Torres,Female,yes,40,0.00146
23486,Gina Torres,Female,yes,45,0.00201
23487,Liz Torres,Female,yes,67,0.01456
23497,Anna Torv,Female,yes,36,0.0010400000000000001
23502,Nina Totenberg,Female,yes,70,0.019119999999999998
23504,Audrey Totter,Female,no,95,0.24316
23510,Lorraine Toussaint,Female,yes,54,0.00403
23511,Lupita Tovar,Female,yes,104,0.42963
23516,Constance Towers,Female,yes,81,0.055420000000000004
23517,Katharine Towne,Female,yes,36,0.0010400000000000001
23522,Frances Fragos Townsend,Female,yes,53,0.00365
23524,Kathleen Kennedy Townsend,Female,yes,63,0.00987
23528,Toyah,Female,yes,56,0.00495
23530,Doreen Tracey,Female,yes,71,0.02103
23532,Patricia A. Tracey,Female,yes,64,0.010879999999999999
23533,Michelle Trachtenberg,Female,yes,29,0.00055
23543,Gina Trapani,Female,yes,39,0.00134
23544,Maria von Trapp,Female,no,82,0.06182000000000001
23549,Linden Travers,Female,no,88,0.11955
23550,Mary Travers,Female,no,73,0.02511
23553,Nancy Travis,Female,yes,53,0.00365
23555,Ellen Travolta,Female,yes,74,0.027360000000000002
23565,Dorothy Tree,Female,no,86,0.09561
23567,Mary Treen,Female,no,82,0.06182000000000001
23576,Gloria Trevi,Female,yes,46,0.00214
23578,Claire Trevor,Female,no,90,0.14886
23590,Diana Trilling,Female,no,91,0.16549
23594,Trina,Female,yes,36,0.0010400000000000001
23596,Marie Trintignant,Female,no,41,0.00158
23597,Michelle Triola,Female,no,76,0.03305
23600,Linda Tripp,Female,yes,65,0.01201
23603,Jeanne Tripplehorn,Female,yes,51,0.0030399999999999997
23604,Gloria Tristani,Female,yes,61,0.00811
23610,Liz Trotta,Female,yes,77,0.036489999999999995
23619,Tatiana Troyanos,Female,no,55,0.00447
23625,Margaret Trudeau,Female,yes,66,0.01325
23627,Rachel True,Female,yes,48,0.00244
23635,Margaret Truman,Female,no,84,0.07674
23640,Bianca Trump,Female,yes,42,0.0016899999999999999
23642,Ivana Trump,Female,yes,65,0.01201
23643,Ivanka Trump,Female,yes,33,0.0007700000000000001
23644,Melania Trump,Female,yes,44,0.0019
23646,Jolin Tsai,Female,yes,34,0.00086
23649,Niki Tsongas,Female,yes,68,0.01594
23659,Gabriella Tucci,Female,yes,85,0.08559
23662,Barbara Tuchman,Female,no,77,0.036489999999999995
23663,Amy Tuck,Female,yes,51,0.0030399999999999997
23664,Jessica Tuck,Female,yes,51,0.0030399999999999997
23665,C. Delores Tucker,Female,no,78,0.040310000000000006
23670,Karla Faye Tucker,Female,no,39,0.00134
23672,Moe Tucker,Female,yes,70,0.019119999999999998
23675,Tanya Tucker,Female,yes,56,0.00495
